full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Kevin Varga,25,828144000,1996/03/30,UEFA Nations League,2020/2021,Midfielder,Hungary,73,44,29,Hungary,2,1,1,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1.23,0,1.23,2.05,0,73,0,0,37,0,0,0,-1,-1,-1,2
Kevin Zonzini,24,871257600,1997/08/11,UEFA Nations League,2020/2021,Midfielder,San Marino,65,0,65,San Marino,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.38,65,65,0,0,0,-1,-1,-1,13
Khoren Bayramyan,29,694742400,1992/01/07,UEFA Nations League,2020/2021,Midfielder,Armenia,153,107,46,Russia,3,2,1,1,1,0,0,0,0,0,0,1,1,0,4,2,2,1,0,0.59,0,0.59,0.84,0,153,2.35,38,51,153,0,0.59,-1,-1,-1,5
Khvicha Kvaratskhelia,20,981936000,2001/02/12,UEFA Nations League,2020/2021,Midfielder,Georgia,200,90,110,Georgia,3,1,2,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0.9,0.45,0.45,0,0.82,200,0.45,200,67,0,200,0,-1,-1,-1,3
Kian Ronan,20,984096000,2001/03/09,UEFA Nations League,2020/2021,Midfielder,Gibraltar,94,94,0,Gibraltar,2,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.96,94,47,0,0,0,-1,-1,-1,11
Kieffer Moore,29,713232000,1992/08/08,UEFA Nations League,2020/2021,Midfielder,Wales,313,133,180,England,5,3,2,2,1,1,0,0,0,0,0,4,2,2,1,1,0,3,0,0.58,0,0.58,0.68,0.5,157,0.29,313,63,104,0,0.86,19,356,-1,1
Kieran Tierney,24,865468800,1997/06/05,UEFA Nations League,2020/2021,Defender,Scotland,270,90,180,Scotland,3,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,26
Kieran Trippier,31,653702400,1990/09/19,UEFA Nations League,2020/2021,Defender,England,425,175,250,England,5,2,3,0,0,0,1,1,0,0,0,3,1,2,3,1,2,0,0,0.21,0.21,0,0,0,0,0.64,142,85,0,425,0,260,74,57,28
Kingsley Coman,25,834624000,1996/06/13,UEFA Nations League,2020/2021,Forward,France,98,12,86,France,4,2,2,1,1,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0.92,0,0.92,7.5,0,98,1.84,49,25,0,0,0,-1,-1,-1,9
Kire Ristevski,31,656553600,1990/10/22,UEFA Nations League,2020/2021,Defender,FYR Macedonia,241,151,90,FYR Macedonia,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,1.49,60,80,0,0,0,-1,-1,-1,26
Kiril Despodov,25,847670400,1996/11/11,UEFA Nations League,2020/2021,Forward,Bulgaria,174,84,90,Bulgaria,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1.03,87,87,0,0,0,-1,-1,-1,10
Kirill Pechenin,24,858643200,1997/03/18,UEFA Nations League,2020/2021,Forward,Belarus,199,65,134,Belarus,3,1,2,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0.9,100,66,0,0,0,-1,-1,-1,15
Klaus Gjasula,31,629596800,1989/12/14,UEFA Nations League,2020/2021,Midfielder,Albania,278,188,90,Germany,4,3,1,0,0,0,0,0,0,0,0,1,0,1,3,3,0,1,0,0,0,0,0,0,0,0.97,93,70,278,0,0.32,236,118,-1,24
Kléper Laveran Lima Ferreira,38,415065600,1983/02/26,UEFA Nations League,2020/2021,Defender,Portugal,360,180,180,Portugal,4,2,2,0,0,0,1,1,0,0,0,3,1,2,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,90,0,360,0,229,47,8,20
Klæmint Andrasson Olsen,31,648172800,1990/07/17,UEFA Nations League,2020/2021,Forward,Faroe Islands,509,251,258,Faroe Islands,6,3,3,4,3,1,0,0,0,0,0,2,1,1,4,2,2,0,0,0.71,0,0.71,1.08,0.35,127,0.71,127,85,0,0,0,14,381,-1,1
Koen Casteels,29,709430400,1992/06/25,UEFA Nations League,2020/2021,Goalkeeper,Belgium,55,55,0,Belgium,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.64,55,55,0,0,0,-1,-1,-1,20
Koke,29,694828800,1992/01/08,UEFA Nations League,2020/2021,Midfielder,Spain,198,105,93,Spain,4,2,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.45,198,50,0,0,0,-1,-1,-1,11
Kolbeinn Sigþórsson,31,637372800,1990/03/14,UEFA Nations League,2020/2021,Forward,Iceland,26,9,17,Iceland,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,6.92,13,13,0,0,0,-1,-1,-1,6
Konstantin Kuchaev,23,890179200,1998/03/18,UEFA Nations League,2020/2021,Midfielder,Russia,0,0,0,Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Konstantin Vassiljev,37,461462400,1984/08/16,UEFA Nations League,2020/2021,Midfielder,Estonia,397,228,169,Estonia,6,3,3,0,0,0,0,0,0,0,0,1,0,1,4,3,1,0,0,0,0,0,0,0,0,0.91,99,66,0,0,0,147,158,-1,25
Konstantinos Fortounis,29,719193600,1992/10/16,UEFA Nations League,2020/2021,Midfielder,Greece,253,127,126,Greece,5,3,2,1,0,1,1,0,1,0,0,4,3,1,0,0,0,1,0,0.71,0.36,0.36,0,0.71,253,0,0,51,253,253,0.36,-1,-1,-1,5
Konstantinos Laifis,28,737769600,1993/05/19,UEFA Nations League,2020/2021,Defender,Cyprus,540,270,270,Cyprus,6,3,3,0,0,0,0,0,0,0,0,1,0,1,10,4,6,1,0,0,0,0,0,0,0,1.67,54,90,540,0,0.17,253,132,175,16
Konstantinos Stafylidis,28,754790400,1993/12/02,UEFA Nations League,2020/2021,Defender,Greece,40,0,40,Greece,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,-1,-1,-1,20
Konstantinos Tsimikas,25,831859200,1996/05/12,UEFA Nations League,2020/2021,Defender,Greece,152,90,62,Greece,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,-1,-1,-1,10
Konstantinos-Vassilios Lambropoulos,31,638841600,1990/03/31,UEFA Nations League,2020/2021,Defender,Greece,5,5,0,Greece,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,-1,15
Kostakis Artymatas,28,734832000,1993/04/15,UEFA Nations League,2020/2021,Midfielder,Cyprus,301,90,211,Cyprus,4,1,3,0,0,0,0,0,0,0,0,1,0,1,6,1,5,1,0,0,0,0,0,0,0,1.79,50,75,301,0,0.3,171,188,-1,12
Krišs Kārkliņš,25,823046400,1996/01/31,UEFA Nations League,2020/2021,Midfielder,Latvia,242,126,116,Latvia,5,2,3,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0.37,0.37,0,0,0,0,0.37,242,48,242,242,0.37,-1,-1,-1,16
Kristers Tobers,21,976665600,2000/12/13,UEFA Nations League,2020/2021,Midfielder,Latvia,132,64,68,Latvia,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.68,132,66,132,0,0.68,-1,-1,-1,9
Kristian Joensen,28,724896000,1992/12/21,UEFA Nations League,2020/2021,Goalkeeper,Faroe Islands,0,0,0,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kristian Thorstvedt,22,921283200,1999/03/13,UEFA Nations League,2020/2021,Midfielder,Norway,23,0,23,Norway,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,-1,-1,-1,16
Kristian Traychev Dimitrov,24,857001600,1997/02/27,UEFA Nations League,2020/2021,Defender,Bulgaria,540,270,270,Bulgaria,6,3,3,0,0,0,0,0,0,0,0,1,0,1,5,3,2,1,0,0,0,0,0,0,0,0.83,108,90,540,0,0.17,322,319,94,29
Kristijan Toshevski,27,768182400,1994/05/06,UEFA Nations League,2020/2021,Defender,FYR Macedonia,0,0,0,FYR Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kristiyan Malinov,27,764985600,1994/03/30,UEFA Nations League,2020/2021,Defender,Bulgaria,406,226,180,Bulgaria,5,3,2,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1,0,0,0,0,0,0,0,0.89,102,81,406,0,0.22,331,328,104,26
Kristjan Pelt,20,994896000,2001/07/12,UEFA Nations League,2020/2021,Defender,Estonia,0,0,0,Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kristoffer Ajer,23,892771200,1998/04/17,UEFA Nations League,2020/2021,Defender,Norway,360,270,90,Norway,4,3,1,0,0,0,0,0,0,0,0,2,2,0,3,2,1,0,0,0,0,0,0,0,0,0.75,120,90,0,0,0,407,402,68,26
Kristoffer Askildsen,20,978998400,2001/01/09,UEFA Nations League,2020/2021,Midfielder,Norway,9,0,9,Norway,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,-1,17
Kristoffer Nordfeldt,32,614563200,1989/06/23,UEFA Nations League,2020/2021,Goalkeeper,Sweden,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kristoffer Olsson,26,804470400,1995/06/30,UEFA Nations League,2020/2021,Midfielder,Sweden,540,270,270,Sweden,6,3,3,0,0,0,0,0,0,0,0,0,0,0,12,4,8,2,0,0,0,0,0,0,0,2,45,90,270,0,0.33,265,228,-1,18
Krisztián Simon,30,676512000,1991/06/10,UEFA Nations League,2020/2021,Forward,Hungary,0,0,0,Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Krste Velkoski,33,572313600,1988/02/20,UEFA Nations League,2020/2021,Forward,FYR Macedonia,24,10,14,FYR Macedonia,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,-1,-1,-1,16
Krzysztof Piątek,26,804556800,1995/07/01,UEFA Nations League,2020/2021,Forward,Poland,133,70,63,Poland,3,2,1,0,0,0,0,0,0,0,0,1,1,0,3,2,1,1,0,0,0,0,0,0,0,2.03,44,44,133,0,0.68,-1,-1,-1,16
Kurt Shaw,22,922924800,1999/04/01,UEFA Nations League,2020/2021,Midfielder,Malta,270,180,90,Malta,3,2,1,0,0,0,0,0,0,0,0,1,0,1,2,2,0,1,0,0,0,0,0,0,0,0.67,135,90,270,0,0.33,-1,-1,-1,10
Kurt Zouma,27,783216000,1994/10/27,UEFA Nations League,2020/2021,Defender,France,44,44,0,France,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.05,44,44,0,0,0,-1,-1,-1,13
Kyle Casciaro,34,565401600,1987/12/02,UEFA Nations League,2020/2021,Forward,Gibraltar,36,0,36,Gibraltar,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,-1,-1,-1,9
Kyle Goldwin,36,483148800,1985/04/24,UEFA Nations League,2020/2021,Goalkeeper,Gibraltar,90,0,90,Gibraltar,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,90,90,0,1,-1,-1,-1,8
Kyle Lafferty,34,558748800,1987/09/16,UEFA Nations League,2020/2021,Forward,Northern Ireland,74,61,13,Northern Ireland,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.22,1.22,0,0,0,0,1.22,74,37,0,74,0,-1,-1,-1,19
Kyle Walker,31,643852800,1990/05/28,UEFA Nations League,2020/2021,Defender,England,404,244,160,England,5,3,2,0,0,0,0,0,0,0,0,2,1,1,4,2,2,3,1,0,0,0,0,0,0,0.89,101,81,135,0,0.67,261,121,108,19
Kylian Mbappé,22,914112000,1998/12/20,UEFA Nations League,2020/2021,Forward,France,463,116,347,France,6,2,4,4,0,4,3,1,2,1,0,2,1,1,5,1,4,1,0,1.36,0.58,0.78,0,1.04,116,0.97,93,77,463,154,0.19,12,5,-1,1
Kypros Christoforou,28,735523200,1993/04/23,UEFA Nations League,2020/2021,Defender,Cyprus,0,0,0,Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kyrian Nwoko,24,868406400,1997/07/09,UEFA Nations League,2020/2021,Midfielder,Malta,195,105,90,Malta,3,2,1,1,1,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0.46,0,0.46,0.86,0,195,1.38,65,65,195,0,0.46,-1,-1,-1,2
Lajos Hegedüs,33,566870400,1987/12/19,UEFA Nations League,2020/2021,Goalkeeper,Hungary,0,0,0,Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Landry Dimata,24,873072000,1997/09/01,UEFA Nations League,2020/2021,Forward,Belgium,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Lars Christian Krogh Gerson,31,634176000,1990/02/05,UEFA Nations League,2020/2021,Midfielder,Luxembourg,540,270,270,Luxembourg,6,3,3,0,0,0,0,0,0,0,0,2,2,0,4,0,4,1,0,0,0,0,0,0,0,0.67,135,90,540,0,0.17,217,237,-1,11
Lasha Dvali,26,800409600,1995/05/14,UEFA Nations League,2020/2021,Defender,Georgia,90,0,90,Georgia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,11
Laurent Jans,29,712972800,1992/08/05,UEFA Nations League,2020/2021,Defender,Luxembourg,540,270,270,Luxembourg,6,3,3,0,0,0,1,0,1,0,0,2,2,0,4,0,4,1,0,0.17,0.17,0,0,0,0,0.67,135,90,540,540,0.17,215,111,60,19
Lawrence Shankland,26,808012800,1995/08/10,UEFA Nations League,2020/2021,Forward,Scotland,3,0,3,Scotland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,-1,8
Lazar Ranđelović,24,870739200,1997/08/05,UEFA Nations League,2020/2021,Forward,Serbia,0,0,0,Serbia,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Lazare Kupatadze,25,823737600,1996/02/08,UEFA Nations League,2020/2021,Goalkeeper,Georgia,0,0,0,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Lazaros Rota,24,872294400,1997/08/23,UEFA Nations League,2020/2021,Midfielder,Greece,21,21,0,Greece,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,21,0,4.29,-1,-1,-1,7
Leander Dendoncker,26,797904000,1995/04/15,UEFA Nations League,2020/2021,Midfielder,Belgium,90,90,0,Belgium,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,2,45,90,0,90,0,-1,-1,-1,17
Leandro Barreiro Martins,21,946857600,2000/01/03,UEFA Nations League,2020/2021,Midfielder,Luxembourg,540,270,270,Luxembourg,6,3,3,0,0,0,0,0,0,0,0,2,2,0,4,0,4,2,0,0,0,0,0,0,0,0.67,135,90,270,0,0.33,245,234,-1,13
Leandro Trossard,27,786499200,1994/12/04,UEFA Nations League,2020/2021,Forward,Belgium,90,16,74,Belgium,4,1,3,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,90,23,0,0,0,-1,-1,-1,23
Leart Paqarada,27,781574400,1994/10/08,UEFA Nations League,2020/2021,Defender,Kosovo,270,90,180,Kosovo,3,1,2,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0.67,135,90,270,0,0.33,-1,-1,-1,26
Ledian Memushaj,34,534297600,1986/12/07,UEFA Nations League,2020/2021,Midfielder,Albania,150,150,0,Albania,2,2,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0.6,0.6,0,0,0,0,1.2,75,75,0,150,0,-1,-1,-1,30
Lee Casciaro,40,370569600,1981/09/29,UEFA Nations League,2020/2021,Forward,Gibraltar,205,77,128,Gibraltar,3,1,2,0,0,0,1,0,1,0,0,3,1,2,0,0,0,0,0,0.44,0.44,0,0,0,0,0,0,68,0,205,0,-1,-1,-1,14
Leigh Griffiths,31,651110400,1990/08/20,UEFA Nations League,2020/2021,Forward,Scotland,51,0,51,Scotland,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,-1,-1,-1,28
Léo Dubois,27,779500800,1994/09/14,UEFA Nations League,2020/2021,Defender,France,98,0,98,France,3,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,-1,-1,-1,27
Leo Skiri Oestigaard,22,943747200,1999/11/28,UEFA Nations League,2020/2021,Defender,Norway,0,0,0,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Leo Väisänen,24,869616000,1997/07/23,UEFA Nations League,2020/2021,Defender,Finland,180,90,90,Finland,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0.5,180,90,180,0,0.5,-1,-1,-1,23
Leon Goretzka,26,792028800,1995/02/06,UEFA Nations League,2020/2021,Midfielder,Germany,331,180,151,Germany,4,2,2,1,0,1,2,2,0,0,0,0,0,0,9,4,5,0,0,0.82,0.54,0.27,0,0.6,331,2.45,37,83,0,166,0,74,9,-1,4
Leonardo Bonucci,34,546825600,1987/05/01,UEFA Nations League,2020/2021,Defender,Italy,402,222,180,Italy,5,3,2,0,0,0,0,0,0,0,0,2,0,2,3,3,0,3,1,0,0,0,0,0,0,0.67,134,80,134,0,0.67,483,478,62,21
Leonardo Spinazzola,28,733017600,1993/03/25,UEFA Nations League,2020/2021,Defender,Italy,180,90,90,Italy,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5,180,90,0,0,0,-1,-1,-1,19
Leroy Fer,31,631497600,1990/01/05,UEFA Nations League,2020/2021,Midfielder,Netherlands,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Leroy Sané,25,821318400,1996/01/11,UEFA Nations League,2020/2021,Midfielder,Germany,256,149,107,Germany,4,2,2,1,1,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0.35,0,0.35,0.6,0,256,1.76,51,64,0,0,0,-1,-1,-1,6
Levan Shengelia,26,814752000,1995/10/27,UEFA Nations League,2020/2021,Forward,Georgia,95,15,80,Georgia,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.95,0.95,0,0,0,0,0.95,95,48,0,95,0,-1,-1,-1,16
Liam Boyce,30,671068800,1991/04/08,UEFA Nations League,2020/2021,Forward,Northern Ireland,180,118,62,Northern Ireland,4,3,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0.5,0,0.5,0.76,0,180,1,90,45,180,0,0.5,-1,-1,-1,1
Liam Cooper,30,683510400,1991/08/30,UEFA Nations League,2020/2021,Defender,Scotland,180,0,180,Scotland,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,16
Liam Palmer,30,685238400,1991/09/19,UEFA Nations League,2020/2021,Midfielder,Scotland,180,0,180,Scotland,2,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,2,1,0,0.5,0.5,0,0,0,0,1,90,90,180,180,0.5,-1,-1,-1,15
Liam Walker,33,576892800,1988/04/13,UEFA Nations League,2020/2021,Midfielder,Gibraltar,360,180,180,Gibraltar,4,2,2,0,0,0,1,1,0,0,0,3,1,2,1,1,0,1,0,0.25,0.25,0,0,0,0,0.25,360,90,360,360,0.25,154,52,-1,16
Linas Klimavicius,32,608169600,1989/04/10,UEFA Nations League,2020/2021,Defender,Lithuania,0,0,0,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Linas Mėgelaitis,23,905299200,1998/09/09,UEFA Nations League,2020/2021,Midfielder,Lithuania,0,0,0,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Lindon Selahi,22,919987200,1999/02/26,UEFA Nations League,2020/2021,Midfielder,Albania,30,30,0,Albania,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,30,15,0,0,0,-1,-1,-1,17
Lirim Kastrati,22,916444800,1999/01/16,UEFA Nations League,2020/2021,Forward,Kosovo,211,102,109,Kosovo,4,2,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0.43,0,0.43,0.88,0,211,0,0,53,0,0,0,-1,-1,-1,3
Livio Meier,23,884390400,1998/01/10,UEFA Nations League,2020/2021,Midfielder,Liechtenstein,82,82,0,Liechtenstein,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82,82,0,1.1,-1,-1,-1,6
Ljupche Doriev,26,810950400,1995/09/13,UEFA Nations League,2020/2021,Defender,FYR Macedonia,32,12,20,FYR Macedonia,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,-1,-1,-1,10
Lluis Blanco Coto,31,632361600,1990/01/15,UEFA Nations League,2020/2021,Midfielder,Andorra,15,2,13,Andorra,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,11
Loïc Nego,30,663897600,1991/01/15,UEFA Nations League,2020/2021,Defender,Hungary,225,121,104,France,4,2,2,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,-1,-1,-1,9
Loizos Loizou,18,1058486400,2003/07/18,UEFA Nations League,2020/2021,Forward,Cyprus,119,59,60,Cyprus,5,2,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0.76,119,24,119,0,0.76,-1,-1,-1,19
Lorenc Trashi,29,706233600,1992/05/19,UEFA Nations League,2020/2021,Midfielder,Albania,255,61,194,Albania,4,1,3,0,0,0,0,0,0,0,0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0.35,255,64,0,0,0,-1,-1,-1,26
Lorenzo Insigne,30,675993600,1991/06/04,UEFA Nations League,2020/2021,Forward,Italy,417,237,180,Italy,6,4,2,0,0,0,3,2,1,0,0,3,1,2,3,3,0,0,0,0.65,0.65,0,0,0,0,0.65,139,70,0,139,0,480,2,-1,28
Lorenzo Lo Russo,28,742089600,1993/07/08,UEFA Nations League,2020/2021,Goalkeeper,Liechtenstein,0,0,0,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Lorenzo Lunadei,24,868665600,1997/07/12,UEFA Nations League,2020/2021,Midfielder,San Marino,222,136,86,San Marino,3,2,1,0,0,0,0,0,0,0,0,2,1,1,2,2,0,1,0,0,0,0,0,0,0,0.81,111,74,222,0,0.41,-1,-1,-1,4
Lorenzo Pellegrini,25,835142400,1996/06/19,UEFA Nations League,2020/2021,Midfielder,Italy,337,254,83,Italy,5,4,1,2,2,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0.53,0,0.53,0.71,0,169,0.53,169,67,0,0,0,26,474,-1,3
Loris Benito,29,694742400,1992/01/07,UEFA Nations League,2020/2021,Defender,Switzerland,176,90,86,Switzerland,3,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1.02,88,59,0,0,0,-1,-1,-1,12
Louie John Annesley,21,957312000,2000/05/03,UEFA Nations League,2020/2021,Defender,Gibraltar,354,174,180,Gibraltar,4,2,2,0,0,0,0,0,0,0,0,3,1,2,1,1,0,1,0,0,0,0,0,0,0,0.25,354,89,354,0,0.25,173,148,16,17
Louis Schaub,26,788659200,1994/12/29,UEFA Nations League,2020/2021,Midfielder,Austria,12,12,0,Austria,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,7.5,7.5,0,12,0,0,12,0,0,0,-1,-1,-1,4
Lovro Bizjak,28,753062400,1993/11/12,UEFA Nations League,2020/2021,Midfielder,Slovenia,12,0,12,Slovenia,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,-1,-1,-1,8
Ľubomír Šatka,26,817862400,1995/12/02,UEFA Nations League,2020/2021,Defender,Slovakia,90,90,0,Slovakia,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,6
Luca Ceccaroli,26,804902400,1995/07/05,UEFA Nations League,2020/2021,Forward,San Marino,92,67,25,San Marino,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1.96,46,46,92,0,0.98,-1,-1,-1,10
Luca Nanni,26,791424000,1995/01/30,UEFA Nations League,2020/2021,Defender,San Marino,0,0,0,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
